367,Twentieth-Century American Poetry,Dana Gioia,9.78E+12,72400196,$107.95 ,Paperback,"McGraw-Hill Companies, The",3-Dec,1st Edition,"Literary Criticism, Poetry",,
368,Plays and Playwrights 2009,Martin Denton,9.78E+12,979485223,$26.75 ,Paperback,"New York Theatre Experience, Incorporated, The",9-Feb,,"Drama Anthologies, American Drama, American Literature Anthologies",,384
369,Through the Eye of the Deer: An Anthology of Native American Women Writers,Carolyn Dunn,9.78E+12,1879960583,$19.95 ,Paperback,Aunt Lute Books,Sep-99,1st Edition,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Native American Folklore & Mythology, Anthologies, Native North American People",,284
370,Asian American Studies: A Reader,Jean Yu-wen Shen Wu,9.78E+12,813527260,$26.95 ,Paperback,Rutgers University Press,May-00,1st Edition,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, United States History - Ethnic Histories",,600
371,Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,Daniel A. Olivas,9.78E+12,1931010471,$20.00 ,Paperback,Bilingual Review/Press,8-Apr,1st Edition,"Literary Collections, General",,
372,Daughters Of Decadence,Elaine Showalter,9.78E+12,813520185,$27.95 ,Paperback,Rutgers University Press,Aug-93,,"American Literature Anthologies, Anthologies, Literary Movements",,352
373,"American Tradition in Literature : With American Ariel, Vol. 2",George Perkins,9.78E+12,73221538,$105.80 ,Hardcover,"McGraw-Hill Companies, The",6-Oct,11st Edition,American Literature Anthologies,,
374,Best American Nonrequired Reading 2005,Dave Eggers,9.78E+12,618570489,$30.95 ,Paperback,Houghton Mifflin Harcourt,5-Oct,None,"Short Story Anthologies, American Literature Anthologies",,370
375,Sister Nations: Native American Women Writing on Community,Heid E. Erdrich,9.78E+12,873514289,$14.92 ,Paperback,Minnesota Historical Society Press,2-Mar,,"Native North American Peoples - General & Miscellaneous, Women Authors - Literature Anthologies, Native American Studies - General & Miscellaneous, Native American Literature Anthologies, American Literature Anthologies, Native North American Peoples - Au",,230
376,Asian-American Literature: A Brief Introduction and Anthology,Shawn Wong,9.78E+12,673469778,$56.66 ,Paperback,Longman,Jan-97,1st Edition,Peoples & Cultures - American Anthologies,,400
377,Black Silk: A Collection of African-American Erotica,Retha Powers,9.78E+12,446676918,$23.21 ,Paperback,Hachette Book Group,2-Feb,,"Short Story Anthologies, African Americans - Fiction & Literature, Peoples & Cultures - American Anthologies, Erotica",,356
378,The Best Plays Theater Yearbook 2007-2008,Jeffrey Eric Jenkins,9.78E+12,879103663,$46.70 ,Hardcover,Limelight Editions,9-Oct,Annual,"Drama Anthologies, American Drama, American Literature Anthologies",,650
379,"Damage Control: Women on the Therapists, Beauticians, and Trainers Who Navigate Their Bodies",Emma Forrest,9.78E+12,61175358,$8.99 ,Paperback,HarperCollins Publishers,7-Jun,,"Women Authors - Literature Anthologies, Essays and Individual Humorists, American Literature Anthologies",,304
380,The Prentice Hall Anthology of Latino Literature,Eduardo del Rio,9.78E+12,130266876,$106.60 ,Hardcover,Prentice Hall,1-Aug,1st Edition,"Peoples & Cultures - American Anthologies, Hispanic & Latin American Literature Anthologies",,544
381,The Norton Book of American Autobiography,Jay Parini,9.78E+12,039304677X,$26.01 ,Hardcover,"Norton, W. W. & Company, Inc.",Mar-99,,"Historical Biography - United States - General & Miscellaneous, American Literature Anthologies",,711
382,New Playwrights: The Best Plays of 2000,D. L. Lepidus,9.78E+12,157525249X,$19.95 ,Paperback,"Smith & Kraus, Inc.",3-Jan,,"Drama Anthologies, American Drama, American Literature Anthologies",,311
383,Xerophilia: Ecocritical Explorations in Southwestern Literature,Tom Lynch,9.78E+12,089672638X,$33.60 ,Hardcover,Texas Tech University Press,8-Dec,New Edition,"Literary Criticism - General & Miscellaneous, Techniques & Strategies in Environmental Conservation & Protection, American Literature - Regional Literature - Literary Criticism, Natural Literature & History, Environmental Conservation & Protection - Gener",,264
384,"The New Anthology of American Poetry: Volume I: Traditions and Revolutions, Beginnings to 1900",Steven Gould Axelrod,9.78E+12,813531624,$36.05 ,Paperback,Rutgers University Press,3-Mar,1st Edition,"Poetry, American Literature Anthologies, Anthologies",,768
385,Contemporary U. S. Latino a Literary Criticism,Lyn Di Iorio Sandin,9.78E+12,1403979995,$96.51 ,Hardcover,Palgrave Macmillan,7-Oct,1,"20th Century American Literature - General & Miscellaneous - Literary Criticism, Latinos - General, Latino Literature - Literary Criticism, American Literature Anthologies, 21st Century American Literature - Literary Criticism",,304
386,Brother to Brother: New Writings by Black Gay Men,Essex Hemphill,9.78E+12,978625110,$12.55 ,Paperback,Small Pr Distribution,7-Dec,2,"Short Story Anthologies, African Americans - Fiction & Literature, Gay & Lesbian Fiction",,389
387,"The New World Border: Prophecies, Poems, and Loqueras for the End of the Century",Guillermo Gomez-Pena,9.78E+12,872863131,$15.27 ,Hardcover,City Lights Books,1-Jan,,"United States Studies - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, National Characteristics - North America, American Literature Anthologies",,244
388,"Literatura Chicana, 1965-1995: An Anthology in Spanish, English, and Calo, Vol. 191",Garland,9.78E+12,815320809,$84.75 ,Paperback,Routledge,Mar-97,1st Edition,American Literature Anthologies,,520
389,So Fey,Steve Berman,9.78E+12,1590212282,$18.00 ,Paperback,Lethe Press,9-Jun,,"Peoples & Cultures - American Anthologies, Gay & Lesbian Literature Anthologies",,348
390,"Imagined Transnationalism: U. S. Latino/A Literature, Culture, and Identity",Kevin Concannon,9.78E+12,230606326,$95.00 ,Hardcover,Palgrave Macmillan,9-Nov,,"Latinos, American Literature Anthologies, Development",,272
391,Literature and Aging: An Anthology,Martin Kohn,9.78E+12,873384660,$29.00 ,Paperback,Kent State University Press,Feb-93,,"Aging - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, Gerontology, English & Irish Literature Anthologies, American Literature Anthologies",,456
392,Salaam. Peace: An Anthology of Middle Eastern-American Drama,Holly Hill,9.78E+12,1559363320,$19.95 ,Paperback,Theatre Communications Group,10-Jan,,"Drama Anthologies, American Drama, American Literature Anthologies",,400
393,Plays and Playwrights 2008,Robert Attweiler,9.78E+12,979485215,$16.61 ,Paperback,"New York Theatre Experience, Incorporated, The",8-Feb,,"Drama Anthologies, American Drama, American Literature Anthologies",,
394,Call and Response: The Riverside Anthology of the African American Literary Tradition CD,Patricia Liggins Hill,9.78E+12,395875099,$10.79 ,Multimedia,CENGAGE Learning,Jan-98,1st Edition,Peoples & Cultures - American Anthologies,,
395,U.S. Latino Literature Today,Gabriela Baeza Ventura,9.78E+12,321198433,$66.20 ,Paperback,Longman,4-Aug,1st Edition,"Latinos - General, Peoples & Cultures - American Anthologies",,352
396,Death Defying Acts,Woody Allen,9.78E+12,573695393,$9.55 ,Paperback,"Samuel French, Incorporated",Jan-96,1st Edition,"Drama Anthologies, American Drama, Comedy - Drama, American Literature Anthologies",,132
397,American Studies Anthology,Richard P. Horwitz,9.78E+12,842028293,$44.65 ,Paperback,Sr Books,1-Aug,1st Edition,"United States History - Social Aspects, United States Studies - General & Miscellaneous, United States History - General & Miscellaneous, National Characteristics - North America, American Literature Anthologies",,416
398,Women Heroes: Six Short Plays from the Women's Project,Julia Miles,9.78E+12,936839228,$1.99 ,Paperback,Applause Theatre Book Publishers,Jan-87,New Edition,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",,104
399,Queer Beats: How the Beats Turned America On to Sex,Regina Marler,9.78E+12,1573441880,$16.10 ,Paperback,Cleis Press,4-Jun,,"Gay & Lesbian Literary Studies, Peoples & Cultures - American Anthologies, Gay & Lesbian Fiction, Gay & Lesbian Literature Anthologies, American Literature Anthologies",,209
400,Message to Aztlan: Selected Readings,Rodolfo Gonzales,9.78E+12,1558853316,$13.63 ,Paperback,Arte Publico Press,1-Jan,1st Edition,"Civil Rights - United States, Peoples & Cultures - American Anthologies, Mexican Americans & Chicanos",,256
401,The New England Transcendentalists: Life of the Mind and of the Spirit (Perspectives on History Series),Ellen Hansen,9.78E+12,1932663177,$7.95 ,Paperback,"History Compass, LLC",6-Dec,2,"Regional American Anthologies, 19th Century American Literature - Literary Criticism, American Literature Anthologies, 19th Century American Philosophy",,44
402,Literature of the American South: A Norton Anthology,William L. Andrews,9.78E+12,393316718,$53.12 ,Paperback,"Norton, W. W. & Company, Inc.",Oct-97,1st Edition,Regional American Anthologies,,1060
403,The American Puritans: Their Prose and Poetry,Perry Miller,9.78E+12,023105419X,$29.78 ,Paperback,Columbia University Press,May-82,1st Edition,"Puritanism, American Literature Anthologies",,346
404,"Richard Wright: Early Works (Lawd Today!, Uncle Tom's Children, Native Son)",Richard Wright,9.78E+12,940450666,$23.76 ,Hardcover,Library of America,Oct-91,1st Edition,"American Literature Anthologies, Peoples & Cultures - Fiction",,936
405,The Heath Anthology of American Literature: Volume E: Contemporary Period (1945 to the Present),Paul Lauter,9.78E+12,061853301X,$57.95 ,Paperback,Cengage Learning,5-Jan,5th Edition,American Literature Anthologies,,1264
406,Best American Magazine Writing 2004,American Society Of Magazine Editors,9.78E+12,60749539,$1.99 ,Paperback,HarperCollins Publishers,4-Sep,Older Edition,"Other Media, Journalism, American Literature Anthologies",,560
407,Writing Off the Hyphen: New Perspectives on the Literature of the Puerto Rican Diaspora,Jose L. Torres-Padilla,9.78E+12,029598824X,$30.00 ,Paperback,University of Washington Press,8-Apr,,"General & Miscellaneous Latin American Literature - Literary Criticism, Puerto Ricans - Life in America, Peoples & Cultures - American Anthologies",,361
408,Ethnic Modernism,Werner Sollors,9.78E+12,674030915,$19.97 ,Paperback,Harvard University Press,8-Nov,Reprint,"Modernism - Literary Movements, Literary Criticism - General & Miscellaneous, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Society & Culture in Literature, Literary Criticism - U.S. Fiction & Prose Literature - General",,336
409,Recollections of the Early Republic: Selected Autobiographies,Joyce Appleby,9.78E+12,1555533019,$23.94 ,Paperback,Northeastern University Press,Jan-97,,"Historical Biography - United States - 19th Century, Historical Biography - United States - Colonial & 18th Century, American Literature Anthologies, 18th Century American History - General & Miscellaneous, 19th Century American History - Biography",,300
410,The Best American Magazine Writing,Clay Felker,9.78E+12,158648009X,$14.36 ,Paperback,PublicAffairs,Dec-00,,"Other Media, Journalism, American Literature Anthologies",1210L,432
411,"Blacklegs, Card Sharps, and Confidence Men",Thomas Ruys Smith,9.78E+12,807136360,$39.95 ,Hardcover,Louisiana State University Press,10-May,,"Literary Criticism, American",,
412,Modern American Prose: Fifteen Writers + 15,John Clifford,9.78E+12,70113963,$69.60 ,Paperback,McGraw-Hill Higher Education,Jan-93,3rd Edition,"Poetry, American",,
413,A Beginner's Guide to Critical Reading: An Anthology of Literary Texts,Richard Jacobs,9.78E+12,415234689,$35.95 ,Paperback,"Taylor & Francis, Inc.",1-Apr,,"Literary Criticism, General",,
414,For a Living: The Poetry of Work,Nicholas Coles,9.78E+12,252064100,$26.00 ,Paperback,University of Illinois Press,Mar-95,,"Poetry, English, Irish, Scottish, Welsh",,
415,What's Nature Worth?: Narrative Expressions of Environmental Values,Terre Satterfield,9.78E+12,874807905,$2.07 ,Paperback,University of Utah Press,4-Mar,,"U.S. & Canadian Authors - Interviews, 20th Century American Literature - General & Miscellaneous - Literary Criticism, Oral Tradition & Storytelling, Rhetoric, Natural Literature & History, Literary Criticism - General & Miscellaneous, Regional Environmen",,320
416,New Playwrights: The Best Plays of 2001,D. L. Lepidus,9.78E+12,157525297X,$1.99 ,Paperback,"Smith & Kraus, Inc.",3-Jul,,"Drama Anthologies, American Drama, American Literature Anthologies",,352
417,New Playwrights: The Best Plays of 2004,D. L. Lepidus,9.78E+12,1575254247,$19.95 ,Paperback,"Smith & Kraus, Inc.",5-May,New Edition,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",,411
418,More New York Stories: The Best of the City Section of The New York Times,Constance Rosenblum,9.78E+12,814776558,$14.22 ,Paperback,New York University Press,10-Nov,,"Social Sciences - General & Miscellaneous, American Literature Anthologies, General & Miscellaneous Biography, General & Miscellaneous Literature Anthologies, Mapped Categories - Literature",,320
419,Latina,Lillian Castillo-speed,9.78E+12,684802406,$17.97 ,Paperback,Simon & Schuster Adult Publishing Group,Aug-95,,"Latinos - General, Women Authors - Literature Anthologies, Peoples & Cultures - American Anthologies, Hispanic & Latin American Literature Anthologies, American Literature Anthologies",,288
420,Word Virus,William S. Burroughs,9.78E+12,080213694X,$10.08 ,Paperback,"Grove/Atlantic, Inc.",Jun-00,,"Fiction, American Literature Anthologies, US & Canadian Literary Biography",,576
421,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Peter Straub,9.78E+12,1598530488,$25.73 ,Hardcover,Library of America,9-Oct,,"Fiction, American Literature Anthologies, Fiction Subjects",,750
422,Christmas in Minnesota,Marilyn Ziebarth,9.78E+12,873515420,$24.95 ,Hardcover,Minnesota Historical Society Press,5-Nov,,"Holidays, Religious, Regional American Anthologies, Literature Anthologies - General & Miscellaneous, American Literature Anthologies",,208
423,"Iowa, the Definitive Collection: Classic and Contemporary Readings by Iowans, for Iowans",Zachary Michael Jack,9.78E+12,1888160381,$24.28 ,Paperback,Ice Cube Press,9-Jun,,"United States History - Midwestern Region, American Literature Anthologies",,532
424,"Friction, Volume 7: Best Gay Erotic Fiction",Jesse Grant,9.78E+12,1555838278,$1.99 ,Paperback,Alyson Books,4-Feb,,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects",,368
425,A Kentucky Christmas,George Ella Lyon,9.78E+12,813122791,$28.00 ,Hardcover,University Press of Kentucky,3-Oct,1st Edition,"Religion, Holidays",,
426,The Little Big Book of California,Natasha Tabori Fried,9.78E+12,1932183701,$22.48 ,Hardcover,Welcome Enterprises,5-Apr,,Regional American Anthologies,,352
427,New Playwrights: The Best Plays of 2005,D. L. Lepidus,9.78E+12,1575254468,$18.76 ,Paperback,"Smith & Kraus, Inc.",6-May,1st Edition,"Drama Anthologies, American Drama, American Literature Anthologies",,352
428,Tenderheaded: A Comb-Bending Collection of Hair Stories,Juliette Harris,9.78E+12,671047566,$18.07 ,Paperback,Simon & Schuster Adult Publishing Group,2-Jan,Reprint,"Beauty & Grooming, American Literature Anthologies, Anthologies",,320
429,The Classic Hundred Poems: All-Time Favorites,William Harmon,9.78E+12,1598875787,$29.95 ,Compact Disc,HighBridge Company,7-Dec,Unabridged selections; 6 hours on 5 CDs,"Poetry, Anthologies (multiple authors)",,
430,The Best of Bamboo Ridge,Eric Chock,9.78E+12,910043078,$1.99 ,Paperback,Bamboo Ridge Press,Jul-86,,"American Literature Anthologies, General & Miscellaneous Literature Anthologies, Peoples & Cultures - Fiction",,325
431,Inlandia,Gayle Wattawa,9.78E+12,1597140376,$18.34 ,Paperback,Heyday Books,6-Oct,,"Regional American Anthologies, American Literature Anthologies",,448
432,Literary Savannah,Patrick Allen,9.78E+12,189251401X,$16.95 ,Paperback,"Hill Street Press, LLC",6-Jul,,"Travel, Museums, Tours, Points of Interest",,
433,"New Oxford Book of American Verse, Vol. 1",Richard Ellmann,9.78E+12,195020588,$1.99 ,Hardcover,"Oxford University Press, USA",Oct-76,New Edition,"Poetry Anthologies, American Poetry, American Literature Anthologies",,1136
434,Caroling Dusk,Countee Cullen,9.78E+12,806513497,$15.45 ,Paperback,Kensington Publishing Corporation,Jan-93,Reprint,"Poetry, American Literature Anthologies, Anthologies",,264
435,Literary Fort Worth,Judy Alter,9.78E+12,875652530,$14.44 ,Paperback,Texas Christian University Press,2-May,,Regional American Anthologies,,442
436,A River Through Illinois,Daniel V. Overturf,9.78E+12,809327635,$37.42 ,Hardcover,Southern Illinois University Press,8-Apr,1st Edition,"Nature, Marine Terrain, American Literature Anthologies, Travel - General & Miscellaneous, Aquatic Life & Sciences, U.S. Travel - States, Photography - Travel, Travel Photography, Natural Terrain",,256
437,"Don't Squat With Yer Spurs On! II, Vol. 2",Texas Bix Bender,9.78E+12,879058323,$1.99 ,Paperback,"Smith, Gibbs Publisher",Sep-97,,"American Humor - Peoples & Cultures, American Literature Anthologies",,128
438,The Maine Reader: The Down East Experience from 1614 to the Present,Charles Shain,9.78E+12,1567920780,$15.71 ,Paperback,"Godine, David R. Publishers, Inc.",Jan-97,,"United States History - Northeastern & Middle Atlantic Region, American Literature Anthologies",,524
439,Florida Frenzy,Harry E. Crews,9.78E+12,813007267,$12.79 ,Paperback,University Press of Florida,Jun-82,First,"American Essays, Regional American Anthologies",,138
440,Starting Today: 100 Poems for Obama's First 100 Days,Rachel Zucker,9.78E+12,1587298716,$18.20 ,Paperback,University of Iowa Press,10-Apr,1,"Poetry, American Literature Anthologies, Anthologies, General & Miscellaneous Poetry",,210
441,Chattooga: Descending into the Myth of Deliverance River,John Lane,9.78E+12,820327751,$26.14 ,Paperback,University of Georgia Press,5-Sep,Reprint,"Natural Terrain - Rivers, United States - Travel Essays & Descriptions - General & Miscellaneous, Southern U.S. - Travel, American Literature Anthologies",,224
442,All Things Censored [With CD],Mumia Abu-Jamal,9.78E+12,1583220224,$23.96 ,Hardcover,Seven Stories Press,3-Jul,BOOK &amp; CD,"Prisoners & Accused Persons - Biography, Individual Trials & Litigation, Political Activists & Social Reformers - U.S. Political Biography, Administration of Criminal Justice, Political Activism & Social Action, Prisons & Prison Life, African Americans -",,304
443,Listen Here: Women Writing in Appalachia,Sandra L. Ballard,9.78E+12,813190665,$35.00 ,Paperback,University Press of Kentucky,4-Aug,1st Edition,"American Literature Anthologies, Anthologies",,712
444,The Flu Season and Other Plays,Will Eno,9.78E+12,155936291X,$10.16 ,Paperback,Theatre Communications Group,6-Dec,,"Drama Anthologies, American Drama, American Literature Anthologies",,240
445,Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South,Solomon Northup,9.78E+12,188736675X,$45.00 ,Hardcover,University of Louisiana at Lafayette Press,7-Jan,Expanded,Literary Criticism,,
446,Bamboo among the Oaks: Contemporary Writing by Hmong Americans,Mai Neng Moua,9.78E+12,873514378,$14.95 ,Paperback,Minnesota Historical Society Press,2-Oct,,"Literary Criticism, American",,
447,Poets of the Civil War,J. D. McClatchy,9.78E+12,1931082766,$20.00 ,Hardcover,Library of America,5-Apr,,"Poetry Anthologies, American Poetry, War Poetry, American Literature Anthologies",,250
448,The Book of American Negro Poetry,James Weldon Johnson,9.78E+12,156135396,$15.00 ,Paperback,Houghton Mifflin Harcourt,Oct-69,,"Poetry, General",,
449,"Slave Narratives: James Albert Ukawsaw Gronniosaw, Olaudah Equiano, Nat Turner, Frederick Douglass, William Wells Brown, Henry Bibb, Sojourner Truth, William and Ellen Craft, Harriet A. Jacobs, Jacob D. Green (Library of America)",William L. Andrews,9.78E+12,1883011760,$33.60 ,Hardcover,Library of America,Jan-00,1,"Slavery - Social Sciences, Slavery & Abolitionism - African American History, Slave Narratives & Biographies, American Literature Anthologies, African American General Biography",,992
450,Denali: A Literary Anthology,Bill Sherwonit,9.78E+12,089886710X,$18.95 ,Paperback,"Mountaineers Books, The",Oct-00,1 ED,"Alaska - State & Local History, Places - Literary Anthologies, Regional American Anthologies, Natural History - United States, Natural Literature & History, Literature Anthologies - General & Miscellaneous",,272
451,The Best American Poetry 2005,Paul Muldoon,9.78E+12,743257588,$15.05 ,Paperback,Simon & Schuster Adult Publishing Group,5-Sep,2005 Edition,"Poetry Anthologies, American Poetry, American Literature Anthologies",,224
452,"Who's to Say What's Obscene?: Politics, Culture, and Comedy in America Today",Paul Krassner,9.78E+12,872865010,$15.33 ,Paperback,City Lights Books,9-Jul,,American Humor - Peoples & Cultures,,240
453,Impossible Princess,Kevin Killian,9.78E+12,872865282,$15.95 ,Paperback,City Lights Books,9-Nov,,"Fiction, American Literature Anthologies, Anthologies, Gay & Lesbian Studies, Fiction Subjects",,200
454,This Bridge We Call Home: Radical Visions for Transformation,Gloria E. Anzaldua,9.78E+12,415936829,$44.84 ,Paperback,"Taylor & Francis, Inc.",2-Sep,2002,"American Literature Anthologies, Women's Biography, Anthologies, General & Miscellaneous Literary Criticism, Gay & Lesbian Studies, Women's Biography, Gay & Lesbian Biographies",,624
455,Our Own Stories: Readings for Cross-Cultural Communication,Norine Dresser,9.78E+12,201846705,$25.65 ,Paperback,Longman Publishing Group,Aug-95,2nd Edition,"Language Arts &amp; Disciplines, General",,161
456,Sky Begins at Your Feet,Caryn Mirriam-Goldberg,9.78E+12,1888160438,$15.69 ,Paperback,Ice Cube Press,9-Sep,,"Cancer Patients - Biography, American Literature Anthologies",,242
457,Hot Biscuits: Eighteen Stories by Women and Men of the Ranching West,Max Evans,9.78E+12,082632889X,$12.95 ,Hardcover,University of New Mexico Press,2-Jul,1ST,"History, Europe",,
458,Santa Fe Nativa: A Collection of Nuevomexicano Writing,Rosalie C. Otero,9.78E+12,826348181,$15.84 ,Hardcover,University of New Mexico Press,9-Nov,Bilingual,American Literature Anthologies,,244
459,Literary Austin,Don Graham,9.78E+12,875653421,,Hardcover,Texas Christian University Press,7-Apr,New Edition,History,,
460,The Best American Short Plays 2004-2005,Barbara Parisi,9.78E+12,1557837120,$15.83 ,Paperback,Applause Theatre and Cinema Books,8-Aug,,"Drama Anthologies, American Drama, American Literature Anthologies",,332
461,En Otra Voz: Antolog&#237;a de Literatura Hispana de los Estados Unidos,Nicolas Kanellos,9.78E+12,1558853464,$8.39 ,Paperback,Arte Publico Press,2-Aug,1st Edition,Peoples & Cultures - American Anthologies,,608
462,Common Wealth,Marjorie Maddox,9.78E+12,271027215,$33.55 ,Paperback,Penn State University Press,5-Oct,1st Edition,"Poetry, American Literature Anthologies, Anthologies",,288
463,American Satire,Nicholas Bakalar,9.78E+12,452011744,$26.44 ,Paperback,Penguin Group (USA),Apr-97,,"Humor - History & Criticism, American Humor - Peoples & Cultures, American Literature Anthologies",,480
464,"Appalachia inside Out, Vol. 2",Robert J. Higgs,9.78E+12,870498762,$17.69 ,Paperback,University of Tennessee Press,Nov-95,1st Edition,"United States - Civilization, Regional American Anthologies, Southern Region - History - General & Miscellaneous",,432
465,New Stories from the Southwest,D. Seth Horton,9.78E+12,804011079,$19.22 ,Paperback,Ohio University Press,7-Dec,1,"Short Story Anthologies, Regional American Anthologies, American Literature Anthologies",,288
466,Writing New England: An Anthology from the Puritans to the Present,Andrew Delbanco,9.78E+12,674006038,$1.99 ,Hardcover,Harvard University Press,1-Oct,1st Edition,Regional American Anthologies,,512
467,Crazy Woman Creek: Women Rewrite the American West,Nancy Curtis,9.78E+12,618249338,$9.52 ,Paperback,Houghton Mifflin Harcourt,4-May,None,"American Literature Anthologies, Anthologies",,336
468,Circle of Women: An Anthology of Contemporary Western Women Writers,Kim Barnes,9.78E+12,806133678,$19.95 ,Paperback,University of Oklahoma Press,1-Nov,RED RIVER,"American Literature Anthologies, Anthologies",,416
469,The Portable Western Reader,Various,9.78E+12,140230262,$19.24 ,Paperback,Penguin Group (USA),Jul-97,,Regional American Anthologies,,624
470,African-American Literature: A Brief Introduction and Anthology,Al Young,9.78E+12,673990176,$51.80 ,Paperback,Longman,Jan-97,1st Edition,"Peoples & Cultures - American Anthologies, African Americans - General & Miscellaneous, African American Literature - Literary Criticism",,500
471,El Coro,Martin Espada,9.78E+12,1558491112,$10.34 ,Paperback,University of Massachusetts Press,Dec-97,,"Poetry, American Literature Anthologies, Anthologies",,184
472,"Off Off Broadway Festival Plays, 34th Series",Various,9.78E+12,573697558,$8.95 ,Paperback,"Samuel French, Incorporated",10-Feb,,"Drama, American Literature Anthologies, General & Miscellaneous Drama, Anthologies",,116
473,American Wits: An Anthology of Light Verse,VARIOUS,9.78E+12,1931082499,$19.28 ,Hardcover,Library of America,3-Oct,,"Humor, Poetry, American Literature Anthologies, Anthologies",,200
474,Out on the Porch: An Evocation in Words and Pictures,Reynolds Price,9.78E+12,945575939,$1.99 ,Hardcover,Algonquin Books of Chapel Hill,Jan-92,,"Outdoor & Recreational Areas, American Literature Anthologies",,128
475,30 Satires,Lewis H. Lapham,9.78E+12,1565849868,$15.95 ,Paperback,"New Press, The",5-Apr,,"Political Science, General",,
476,Literary Mama: Reading for the Maternally Inclined,Andrea J. Buchanan,9.78E+12,1580051588,$10.16 ,Paperback,Avalon Publishing Group,6-Jan,,"Motherhood, Family - Literary Anthologies, Parenting - General & Miscellaneous, American Literature Anthologies",,271
477,"In So Many More Words: Arguments and Adventures, Second Edition",Robert Schmuhl,9.78E+12,268041342,$22.00 ,Paperback,University of Notre Dame Press,10-Sep,2nd Edition,"Journalism - Collections & History, Political Culture, United States Studies - General & Miscellaneous, United States - Civilization, Political Sociology, American Literature Anthologies, U.S. Politics & Government - General & Miscellaneous, Journalism -",,288
478,Georgia Cowboy Poets,David Fillingim,9.78E+12,881461830,$24.17 ,Paperback,Mercer University Press,10-Mar,,"Poetry - General & Miscellaneous, American Poetry, American Literature Anthologies",,224
479,Decolonial Voices: Chicana and Chicano Cultural Studies in the 21st Century,Arturo J. Aldama,9.78E+12,253214920,$23.95 ,Paperback,Indiana University Press,2-Mar,1st Edition,"General & Miscellaneous American Art, Latin America & the Caribbean - Civilization, Latin Americans - General & Miscellaneous, United States - Civilization, Peoples & Cultures - American Anthologies, Regional Studies - Western U.S., Colonialism & Imperial",,432
480,More Mirth of a Nation: The Best Contemporary Humor,Michael J. Rosen,9.78E+12,60953225,$15.95 ,Paperback,HarperCollins Publishers,2-Nov,First Edition,"Fiction, Humorous",,
481,New Playwrights: The Best Plays of 2003,D. L. Lepidus,9.78E+12,1575253860,$19.95 ,Paperback,"Smith & Kraus, Inc.",5-Nov,1st Edition,"Drama Anthologies, American Drama, American Literature Anthologies",,328
482,American Reader,Kathy-jo Wargin,9.78E+12,1585360953,$11.65 ,Paperback,Sleeping Bear Press,6-Sep,,"American Literature Anthologies, United States - People & Places",,96
483,Every Shut Eye Ain't Asleep; An Anthology of Poetry by African Americans since 1945,Michael S. Harper,9.78E+12,316347108,$18.40 ,Paperback,Hachette Book Group,Feb-94,1,"Poetry Anthologies, American Poetry, American Literature Anthologies",,344
484,Moment's Notice: Jazz in Poetry and Prose,Art Lange,9.78E+12,1566890012,$18.24 ,Hardcover,Coffee House Press,Jul-92,,"Jazz - General & Miscellaneous, Literature Anthologies - General & Miscellaneous, Arts & Entertainment - Fiction, American Literature Anthologies",,384
485,Literary Nashville,Patrick Allen,9.78E+12,1892514117,$16.95 ,Paperback,"Hill Street Press, LLC",Nov-99,New Edition,"Literary Criticism, American",,
486,Screaming Monkeys: Critiques of Asian American Images,M. Evelina Galang,9.78E+12,1566891418,$22.00 ,Paperback,Coffee House Press,3-Jul,,"Asian American Studies - General & Miscellaneous, Peoples & Cultures - American Anthologies, Asian American Literature - Literary Criticism",,500
487,Imagination And Spirit,J. Brent Bill,9.78E+12,944350615,$18.43 ,Paperback,Friends United Press,6-Feb,,"Society of Friends (Quakers), American Literature Anthologies",,292
488,"Writings: The Autobiography of an Ex-Colored Man, Along This Way, Essays and Editorials, Selected Poems",James Weldon Johnson,9.78E+12,1931082529,$36.10 ,Hardcover,Library of America,4-Jan,,"American Fiction, American Essays, American Poetry, African Americans - Fiction & Literature, African Americans - General & Miscellaneous, Peoples & Cultures - American Anthologies, U.S. Authors - African American - Literary Biography, U.S. Authors - 20th",,828
489,Quixotic Fictions of the USA 1792-1815,Sarah Florence Wood,9.78E+12,199273154,$150.00 ,Hardcover,"Oxford University Press, USA",6-Jan,,"General & Miscellaneous European Literature - Literary Criticism, 16th-17th Century Spanish Literature (Golden Age) - Literary Criticism, Literary Criticism - U.S. Fiction & Prose Literature - General & Miscellaneous, Literary Criticism - U.S. Fiction & P",,320
490,"Roots of African American Drama: An Anthology of Early Plays, 1858-1938",Leo Hamalian,9.78E+12,814321429,$21.95 ,Paperback,Wayne State University Press,Dec-92,1st Edition,"Drama, American",,
